tweet_text,Party,is_mentioned
"# climatechange : policy , action – இரண்டிலும் நாட்டுக்கு வழிகாட்டும் தமிழ்நாடு ! துறையின் பெயரிலேயே காலநிலை மாற்றத்தைச் சேர்த்தது தொடங்கி , முன்னெப்போதும் இல்லாத அளவில் 500 கோடி ரூபாயை ஒதுக்கிப் பல இயக்கங்களைச் செயல்படுத்துவது வரை # dravidianmodel அரசின் # climatechange செயல்பாடுகள்தான் இந்தியாவுக்கு blueprint ! 2070-க்கு முன்னரே # netzeroemission இலக்கை அடைய வேண்டும் என அனைத்து நிலைகளிலும் உழைத்து வருகிறோம் ! அதனால்தான் ஐ.நா.வே நம்மைப் பாராட்டியுள்ளது ! இது ஒரு நீண்டகாலப் பயணம் என்றபோதிலும் , நமது முயற்சிகளின் விளைவாகப் பல உடனடிப் பயன்கள் மூன்றாண்டுகளாகக் கிடைத்து வருகின்றன . எதிர்காலச் சந்ததியினர் வாழப் பாதுகாப்பான சூழலை உறுதிசெய்ய , தமிழ்நாடு காலநிலை மாற்ற ஆட்சி மன்றக் குழுவின் பரிந்துரைகளைத் தொடர்ந்து செயல்படுத்துவதில் நமது அரசு உறுதியாக உள்ளது ! @ tthenarasu @ supriyasahuias # tamilnadugoverningcouncilonclimatechange",BJP,0
"# climatechange : policy , action – இரண்டிலும் நாட்டுக்கு வழிகாட்டும் தமிழ்நாடு ! துறையின் பெயரிலேயே காலநிலை மாற்றத்தைச் சேர்த்தது தொடங்கி , முன்னெப்போதும் இல்லாத அளவில் 500 கோடி ரூபாயை ஒதுக்கிப் பல இயக்கங்களைச் செயல்படுத்துவது வரை # dravidianmodel அரசின் # climatechange செயல்பாடுகள்தான் இந்தியாவுக்கு blueprint ! 2070-க்கு முன்னரே # netzeroemission இலக்கை அடைய வேண்டும் என அனைத்து நிலைகளிலும் உழைத்து வருகிறோம் ! அதனால்தான் ஐ.நா.வே நம்மைப் பாராட்டியுள்ளது ! இது ஒரு நீண்டகாலப் பயணம் என்றபோதிலும் , நமது முயற்சிகளின் விளைவாகப் பல உடனடிப் பயன்கள் மூன்றாண்டுகளாகக் கிடைத்து வருகின்றன . எதிர்காலச் சந்ததியினர் வாழப் பாதுகாப்பான சூழலை உறுதிசெய்ய , தமிழ்நாடு காலநிலை மாற்ற ஆட்சி மன்றக் குழுவின் பரிந்துரைகளைத் தொடர்ந்து செயல்படுத்துவதில் நமது அரசு உறுதியாக உள்ளது ! @ tthenarasu @ supriyasahuias # tamilnadugoverningcouncilonclimatechange",Congress,0
"# climatechange : policy , action – இரண்டிலும் நாட்டுக்கு வழிகாட்டும் தமிழ்நாடு ! துறையின் பெயரிலேயே காலநிலை மாற்றத்தைச் சேர்த்தது தொடங்கி , முன்னெப்போதும் இல்லாத அளவில் 500 கோடி ரூபாயை ஒதுக்கிப் பல இயக்கங்களைச் செயல்படுத்துவது வரை # dravidianmodel அரசின் # climatechange செயல்பாடுகள்தான் இந்தியாவுக்கு blueprint ! 2070-க்கு முன்னரே # netzeroemission இலக்கை அடைய வேண்டும் என அனைத்து நிலைகளிலும் உழைத்து வருகிறோம் ! அதனால்தான் ஐ.நா.வே நம்மைப் பாராட்டியுள்ளது ! இது ஒரு நீண்டகாலப் பயணம் என்றபோதிலும் , நமது முயற்சிகளின் விளைவாகப் பல உடனடிப் பயன்கள் மூன்றாண்டுகளாகக் கிடைத்து வருகின்றன . எதிர்காலச் சந்ததியினர் வாழப் பாதுகாப்பான சூழலை உறுதிசெய்ய , தமிழ்நாடு காலநிலை மாற்ற ஆட்சி மன்றக் குழுவின் பரிந்துரைகளைத் தொடர்ந்து செயல்படுத்துவதில் நமது அரசு உறுதியாக உள்ளது ! @ tthenarasu @ supriyasahuias # tamilnadugoverningcouncilonclimatechange",DMK,1
"# climatechange : policy , action – இரண்டிலும் நாட்டுக்கு வழிகாட்டும் தமிழ்நாடு ! துறையின் பெயரிலேயே காலநிலை மாற்றத்தைச் சேர்த்தது தொடங்கி , முன்னெப்போதும் இல்லாத அளவில் 500 கோடி ரூபாயை ஒதுக்கிப் பல இயக்கங்களைச் செயல்படுத்துவது வரை # dravidianmodel அரசின் # climatechange செயல்பாடுகள்தான் இந்தியாவுக்கு blueprint ! 2070-க்கு முன்னரே # netzeroemission இலக்கை அடைய வேண்டும் என அனைத்து நிலைகளிலும் உழைத்து வருகிறோம் ! அதனால்தான் ஐ.நா.வே நம்மைப் பாராட்டியுள்ளது ! இது ஒரு நீண்டகாலப் பயணம் என்றபோதிலும் , நமது முயற்சிகளின் விளைவாகப் பல உடனடிப் பயன்கள் மூன்றாண்டுகளாகக் கிடைத்து வருகின்றன . எதிர்காலச் சந்ததியினர் வாழப் பாதுகாப்பான சூழலை உறுதிசெய்ய , தமிழ்நாடு காலநிலை மாற்ற ஆட்சி மன்றக் குழுவின் பரிந்துரைகளைத் தொடர்ந்து செயல்படுத்துவதில் நமது அரசு உறுதியாக உள்ளது ! @ tthenarasu @ supriyasahuias # tamilnadugoverningcouncilonclimatechange",NTK,0
"# climatechange : policy , action – இரண்டிலும் நாட்டுக்கு வழிகாட்டும் தமிழ்நாடு ! துறையின் பெயரிலேயே காலநிலை மாற்றத்தைச் சேர்த்தது தொடங்கி , முன்னெப்போதும் இல்லாத அளவில் 500 கோடி ரூபாயை ஒதுக்கிப் பல இயக்கங்களைச் செயல்படுத்துவது வரை # dravidianmodel அரசின் # climatechange செயல்பாடுகள்தான் இந்தியாவுக்கு blueprint ! 2070-க்கு முன்னரே # netzeroemission இலக்கை அடைய வேண்டும் என அனைத்து நிலைகளிலும் உழைத்து வருகிறோம் ! அதனால்தான் ஐ.நா.வே நம்மைப் பாராட்டியுள்ளது ! இது ஒரு நீண்டகாலப் பயணம் என்றபோதிலும் , நமது முயற்சிகளின் விளைவாகப் பல உடனடிப் பயன்கள் மூன்றாண்டுகளாகக் கிடைத்து வருகின்றன . எதிர்காலச் சந்ததியினர் வாழப் பாதுகாப்பான சூழலை உறுதிசெய்ய , தமிழ்நாடு காலநிலை மாற்ற ஆட்சி மன்றக் குழுவின் பரிந்துரைகளைத் தொடர்ந்து செயல்படுத்துவதில் நமது அரசு உறுதியாக உள்ளது ! @ tthenarasu @ supriyasahuias # tamilnadugoverningcouncilonclimatechange",TVK,0
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",ADMK,1
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",BJP,0
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",Congress,0
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",DMK,0
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",NTK,0
"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித் தமிழர் திரு . @ epstamilnadu அவர்களை மாண்புமிகு இலங்கை துணை அமைச்சர் திரு . சுந்தரலிங்கம் பிரதீப் அவர்களும் , சென்னையில் உள்ள இலங்கை துணை தூதரக அதிகாரி முனைவர் கணேசநாதன் கேதீஸ்வரன் அவர்களும் , மரியாதை நிமித்தமாக நேரில் சந்தித்தனர் .",TVK,0
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,ADMK,0
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,BJP,1
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,Congress,0
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,DMK,1
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,NTK,0
திமுகவின் ஆட்சி அவலங்களை மக்களிடம் கொண்டு சென்று போராடிய மக்கள் தலைவர் அண்ணாமலையார் பாசிச தி.மு.க அரசால் கைது செய்யப்பட்டு இருக்கிறார் : enraged_face : :enraged_face : :enraged_face : அண்ணாமலையார் என்ற நெருப்பில் : fire : திமுக பொசங்கு போவது நிச்சயம் : enraged_face : :enraged_face : :enraged_face : @ annamalai_k # annamalai,TVK,0
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,ADMK,0
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,BJP,0
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,Congress,0
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,DMK,1
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,NTK,0
திமுக ஒரு தீய சக்தி - தலைவர் # தீயசக்தி_திமுக,TVK,0
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,ADMK,0
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,BJP,0
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,Congress,0
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,DMK,1
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,NTK,1
தமிழ்நாடு அரசுக்கு சொந்தமான பேருந்துகளில் : bus : தமிழ்நாடு என்ற பெயர் கொண்ட sticker ஒட்டியதற்காக நாம் தமிழர் கட்சியினரை காவல்துறை கைது செய்துள்ளது : enraged_face : அந்தப் பேருந்துகள் எல்லாம் தமிழ்நாடு அரசுக்கு சொந்தமானது தானே ஸ்டாலின் அப்பன் வீட்டு சொத்து இல்லையே பிறகு ஏன் கைது செய்ய வேண்டும் : face_with_symbols_on_mouth :,TVK,0
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,ADMK,0
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,BJP,1
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,Congress,0
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,DMK,0
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,NTK,0
நூறுநாள் வேலை பார்ப்பவர்கள் கைரேகை பதிவது கட்டாயம் . ஆனால் பேரழிவை உருவாக்கும் தோரியம் உள்ளிட்ட கனிமங்களை கையாள கார்ப்பரேட்டுகளுக்கு கட்டற்ற சுதந்திரம் . இரட்டை துயரங்களை இந்திய மக்களின் மீது பாஜக அரசு சுமத்தியுள்ளது . - மக்களவை விவாதத்தில் # graminvbgramg # corporateliberty # கார்பரேட்சுதந்திரம் # parliament # நாடாளுமன்றம்,TVK,0
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,ADMK,0
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,BJP,0
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,Congress,0
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,DMK,1
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,NTK,0
எவன் என்ன எழுதி கொடுத்தாலும் படிப்பியாடா தற்குறி உண்மையிலேயே பெண்கள் பாதுகாப்பா இருக்க மாநிலம் தமிழ்நாடு உண்மையான புள்ளிவிவரம் சொல்லுது இதோ : backhand_index_pointing_down : :backhand_index_pointing_down :,TVK,1
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,ADMK,0
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,BJP,0
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,Congress,0
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,DMK,0
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,NTK,0
வீசுற புயலுக்கு வேலி போட முடியாது ... : fire : தளபதி ஜெயிக்கிறதை எவராலும் தடுக்க முடியாது ... : flexed_biceps_light_skin_tone : 2026- இல் கோட்டையில் சந்திப்போம் . நன்றி ! ! # tvk | # tvkvijay | # vijayspeech | # vijayinerode | # tvkinerode | # erode | # vijaymeeting | # tvkmeeting | # தவெக | # தமிழகவெற்றிக்கழகம் |,TVK,1
"கழகத் தலைவர்-மாண்புமிகு தமிழ்நாடு முதலமைச்சர் @ mkstalin அவர்களின் வழிகாட்டுதலில் , தலைமைக் கழகத்தின் ஒப்புதலுடன் , @ dmk_youthwing நிர்வாகிகளுக்கு , சமூக வலைதளப் பயிற்சியளிக்கவும் , அவர்களின் சமூக வலைதளம் சார்ந்த பணிகளை ஒருங்கிணைக்கவும் , கழக மாவட்டத்துக்கு ஒரு துணை அமைப்பாளரைத் தேர்வுசெய்து வருகிறோம் . இதற்கென பெறப்பட்ட விண்ணப்பங்களைப் பரிசீலனை செய்து , அதில் தேர்வானவர்களை நேரில் அழைத்து , அவர்கள் ஆற்றிய களப்பணி மற்றும் சமூக வலைதளப் பணிகளை ஆய்வு செய்தோம் . இந்த நேர்காணல் அடிப்படையிலும் , மாவட்டக் கழகச் செயலாளர்களின் பரிந்துரையின் பேரிலும் , இளைஞர் அணி மண்டலம்-1-க்கு உட்பட்ட 6 கழக மாவட்டங்களுக்கு , சமூக வலைதள துணை அமைப்பாளர்கள் நியமிக்கப்பட்டுள்ளனர் . இளைஞர் அணியின் சமூக வலைதள பணிகளை ஒருங்கிணைப்பதற்கென புதிதாக நியமிக்கப்பட துணை அமைப்பாளர்களின் கழகப் பணி சிறக்க , என் அன்பும் வாழ்த்தும் ! # கழக_இளைஞர்_அணி @ joel_dmk @ prabhakarraja88 @ jjebenezer1 @ prakashbalara01 @ raja_anbazhagan @ rdmadhankumar @ vanavilvijay",ADMK,0
"கழகத் தலைவர்-மாண்புமிகு தமிழ்நாடு முதலமைச்சர் @ mkstalin அவர்களின் வழிகாட்டுதலில் , தலைமைக் கழகத்தின் ஒப்புதலுடன் , @ dmk_youthwing நிர்வாகிகளுக்கு , சமூக வலைதளப் பயிற்சியளிக்கவும் , அவர்களின் சமூக வலைதளம் சார்ந்த பணிகளை ஒருங்கிணைக்கவும் , கழக மாவட்டத்துக்கு ஒரு துணை அமைப்பாளரைத் தேர்வுசெய்து வருகிறோம் . இதற்கென பெறப்பட்ட விண்ணப்பங்களைப் பரிசீலனை செய்து , அதில் தேர்வானவர்களை நேரில் அழைத்து , அவர்கள் ஆற்றிய களப்பணி மற்றும் சமூக வலைதளப் பணிகளை ஆய்வு செய்தோம் . இந்த நேர்காணல் அடிப்படையிலும் , மாவட்டக் கழகச் செயலாளர்களின் பரிந்துரையின் பேரிலும் , இளைஞர் அணி மண்டலம்-1-க்கு உட்பட்ட 6 கழக மாவட்டங்களுக்கு , சமூக வலைதள துணை அமைப்பாளர்கள் நியமிக்கப்பட்டுள்ளனர் . இளைஞர் அணியின் சமூக வலைதள பணிகளை ஒருங்கிணைப்பதற்கென புதிதாக நியமிக்கப்பட துணை அமைப்பாளர்களின் கழகப் பணி சிறக்க , என் அன்பும் வாழ்த்தும் ! # கழக_இளைஞர்_அணி @ joel_dmk @ prabhakarraja88 @ jjebenezer1 @ prakashbalara01 @ raja_anbazhagan @ rdmadhankumar @ vanavilvijay",BJP,0
"கழகத் தலைவர்-மாண்புமிகு தமிழ்நாடு முதலமைச்சர் @ mkstalin அவர்களின் வழிகாட்டுதலில் , தலைமைக் கழகத்தின் ஒப்புதலுடன் , @ dmk_youthwing நிர்வாகிகளுக்கு , சமூக வலைதளப் பயிற்சியளிக்கவும் , அவர்களின் சமூக வலைதளம் சார்ந்த பணிகளை ஒருங்கிணைக்கவும் , கழக மாவட்டத்துக்கு ஒரு துணை அமைப்பாளரைத் தேர்வுசெய்து வருகிறோம் . இதற்கென பெறப்பட்ட விண்ணப்பங்களைப் பரிசீலனை செய்து , அதில் தேர்வானவர்களை நேரில் அழைத்து , அவர்கள் ஆற்றிய களப்பணி மற்றும் சமூக வலைதளப் பணிகளை ஆய்வு செய்தோம் . இந்த நேர்காணல் அடிப்படையிலும் , மாவட்டக் கழகச் செயலாளர்களின் பரிந்துரையின் பேரிலும் , இளைஞர் அணி மண்டலம்-1-க்கு உட்பட்ட 6 கழக மாவட்டங்களுக்கு , சமூக வலைதள துணை அமைப்பாளர்கள் நியமிக்கப்பட்டுள்ளனர் . இளைஞர் அணியின் சமூக வலைதள பணிகளை ஒருங்கிணைப்பதற்கென புதிதாக நியமிக்கப்பட துணை அமைப்பாளர்களின் கழகப் பணி சிறக்க , என் அன்பும் வாழ்த்தும் ! # கழக_இளைஞர்_அணி @ joel_dmk @ prabhakarraja88 @ jjebenezer1 @ prakashbalara01 @ raja_anbazhagan @ rdmadhankumar @ vanavilvijay",Congress,0
