"annotation_id","annotator","created_at","favorite_count","followers_count","following_count","full_text","hashtags","id","is_blue_verified","is_news","is_political","is_quote","lang","lead_time","link","overall_sentiment","party_list","place","possibly_sensitive","quote_count","reply_count","retweet_count","sarcasm_check","screen_name","stance_admk","stance_bjp","stance_congress","stance_dmk","stance_ntk","stance_tvk","total_tweets_by_user","tweet_id","updated_at","urls","user_desc","user_id","user_location","user_name","user_verified","view_count"
49,"6","2026-01-20T15:11:54.975369Z",660,31558,4442,"அண்ணாமலையார் வெறும் தலைவர் மட்டுமல்ல அவர் தான் எங்களின் பிராண்ட் 🔥🔥🔥

@annamalai_k #Annamalai <a href=""https://t.co/Xf4KR5fk5J"">https://t.co/Xf4KR5fk5J</a>","['Annamalai']",39,True,"No","Yes",False,"ta",20.124,"<a href=""https://x.com/twitter/status/2001114310236627190"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,5,11,164,"No","Johni_raja","","Pro-party","","","","",243884,2001114310236627190,"2026-01-20T15:11:54.975389Z","[]","Follower of Guru NAMO Ji,Proud Hindu, Ayyappa Swamy Devotee,Extreme Patriot,Proud Member Of RSS,Def Enthusiast,Anti DMK",90805156,"தொண்டை நாடு/வேலூர், Las Vegas ","Johny Bhai(அண்ணாமலையின் வார் ரூம்)🇮🇳",False,9835
50,"6","2026-01-20T15:12:40.228830Z",504,76966,565,"""வேண்டாம்.. வேண்டாம்.. ஓசி பஸ் வேண்டாம்""னு சொன்னது தவெக தற்குறிங்க😂😂😂

அப்போ தற்குறி விஜய் யாரை திட்டிருக்கான்??🤔🤔🤔

தன்னோடா நண்பா நண்பி தற்குறிகளதான்👌👏🏻👏🏻👏🏻

நீங்களே பாருங்களேன்🙏🙏🙏","[]",40,True,"No","Yes",False,"ta",44.03,"<a href=""https://x.com/twitter/status/2001574850033520745"" target=""_blank"">Tweet Link</a>","Negative","TVK","",False,9,14,217,"Yes","Surya_BornToWin","","","","","","Anti-party",163420,2001574850033520745,"2026-01-20T15:12:40.228861Z","[]","Mechanical Engineer | Dravidian Stock | Atheist | Rationalist | Anti-Religion | Anti-Caste | பிறப்பொக்கும் எல்லா உயிர்க்கும் | Tweets are My Personal Views |",3032189814,"Chennai,TamilNadu,Indian Union","Surya Born To Win",False,7250
51,"6","2026-01-20T15:12:59.319975Z",915,22932,553,"சேலத்தில நாம் தமிழர் கட்சி சார்பாக தொடங்கியது புரட்சி 🔥😎💪

#தமிழ்நாடு வாழ்க💥💥 <a href=""https://t.co/PPwPo1bAZu"">https://t.co/PPwPo1bAZu</a>","['தமிழ்நாடு']",41,False,"No","Yes",False,"ta",17.332,"<a href=""https://x.com/twitter/status/2001577568777199703"" target=""_blank"">Tweet Link</a>","Positive","NTK","",False,7,3,350,"No","samooganidhi","","","","","Pro-party","",57160,2001577568777199703,"2026-01-20T15:12:59.320000Z","[]","Political Meme page -  Fun Guarantee 💯

                        Follow for more !",1463927493153333251,"Tamil Nadu, India","plip plip 2.0",False,4512
52,"6","2026-01-20T15:13:44.334697Z",200,174214,211,"2026-தேர்தலில் மக்கள் முன் இருக்கும் வாய்ப்பு 👇

@mkstalin #Youth4DMK2026","['Youth4DMK2026']",42,True,"No","Yes",False,"ta",43.771,"<a href=""https://x.com/twitter/status/2001542348006940804"" target=""_blank"">Tweet Link</a>","Positive","DMK","",False,5,10,121,"No","dmk_youthwing","","","","Pro-party","","",14700,2001542348006940804,"2026-01-20T15:13:44.334719Z","[]","The Official DMK Youth Wing, Twitter Account | தி.மு.க. இளைஞர் அணி",1157307407384473600,"Teynampet, Chennai","DMK Youth Wing",False,1363
53,"6","2026-01-20T15:14:10.252279Z",1182,61917,997,"ஐயய்யோ ஐயய்யோ மறந்துபோச்சே… மறந்துபோச்சே…  இப்ப நான் என்ன பண்ணுவேன்..  எங்கடா அது? 🤣🤣

இந்த மாதிரி.. இந்த மாதிரி.. இந்த மாதிரி..😂😂

எந்த மாதிரி @actorvijay ? ஒழுங்கா மனப்பாடம் பண்ணக் கூட வக்கில்லாம இங்க வந்து உருளுறது 🤛🏻🤛🏻 @TVKVijayHQ 

#TVK #Erode <a href=""https://t.co/XQ2cM1zIJr"">https://t.co/XQ2cM1zIJr</a>","['TVK', 'Erode']",43,True,"No","Yes",False,"ta",24.617,"<a href=""https://x.com/twitter/status/2001547603251732533"" target=""_blank"">Tweet Link</a>","Negative","TVK","",False,21,21,440,"Yes","paramporul","","","","","","Anti-party",253367,2001547603251732533,"2026-01-20T15:14:10.252305Z","[]","| Belongs to Dravidian Stock | Cathy's Father | #இசைச்சாமி |",348946521,"5 விவேகானந்தர் தெரு, துபாய்","பரம்பொருள்",False,25881
54,"6","2026-01-20T15:14:35.278250Z",2170,34764,3,"பெரியார் மண்ணில் கடலெனத் திரண்ட மக்களிடையே நம் வெற்றித் தலைவர்! <a href=""https://t.co/UkJhdU2rqX"">https://t.co/UkJhdU2rqX</a>","[]",44,True,"No","Yes",False,"ta",23.393,"<a href=""https://x.com/twitter/status/2001608309758136680"" target=""_blank"">Tweet Link</a>","Positive","TVK","",False,4,11,873,"No","TVKHQITWingOffl","","","","","","Pro-party",998,2001608309758136680,"2026-01-20T15:14:35.278283Z","[]","தமிழக வெற்றிக் கழகம் - தகவல் தொழில்நுட்ப அணியின் அதிகாரப்பூர்வ பக்கம்
https://t.co/vp0CywhhYL",1895335787085897728,"","TVK IT Wing Official",False,16386
55,"6","2026-01-20T15:15:48.896926Z",1552,662219,2,"திருவள்ளூர் மாவட்டம் கொண்டாபுரம் அரசு உயர்நிலைப்பள்ளியில், மதிய உணவு சாப்பிட்டுக் கொண்டிருந்த போது கைப்பிடி சுவர் இடிந்து விழுந்ததில் 7-ம் வகுப்பு படிக்கும் மோகித் என்ற மாணவன் உடல் நசுங்கி உயிரிழந்ததாக வரும் செய்தி மிகுந்த அதிர்ச்சியும் வேதனையும் அளிக்கிறது.

உயிரிழந்த மாணவனின் பெற்றோருக்கு எனது ஆழ்ந்த இரங்கலையும் வருத்தங்களையும் தெரிவித்துக்கொள்கிறேன்.

""கல்வியிற் சிறந்த தமிழ்நாடு"" என்று சினிமா மேடை போல ஒரு மேடை அமைத்து, தனக்கு தானே ஒரு வெற்றுப் பாராட்டு விழா நடத்திய செலவில், அரசுப்பள்ளிகளின் கட்டுமானங்களைப் பராமரிப்பதில் செலவிட்டு இருந்தால், இன்றைக்கு இந்த பரிதாப உயிரிழப்பை நிச்சயம் தவிர்த்திருக்கலாம்.

பள்ளிக் கல்வித் துறையின் அமைச்சராக இருப்பவரோ, இன்னும் ரசிகர் மன்றத் தலைவர் மனநிலையில் இருந்து வெளிவராமல், உதயநிதி பிறந்தநாளைக் கொண்டாடுவதில் செலவிடும் நேரத்தை, தன் துறை சார்ந்த பணிகளில் என்றைக்காவது செலவிட்டு இருக்கிறாரா?

பாழடைந்த அரசுப்பள்ளிக் கட்டுமானங்களால், மாணவர்கள் உயிரோடு விளையாடிக் கொண்டிருக்கும் ஸ்டாலின் மாடல் திமுக அரசுக்கு எனது கடும் கண்டனம்.

உயிரிழந்த மாணவர் மோகித்தின் குடும்பத்தாருக்கு உரிய நிவாரணத்தை உடனடியாக வழங்குவதுடன், அரசுப்பள்ளிகளின் கட்டுமானத்தை போர்க்கால அடிப்படையில் சீர்செய்யுமாறு பொம்மை முதல்வர் @mkstalin-ன் விடியா திமுக அரசை வலியுறுத்துகிறேன்.
@AIADMKOfficial","[]",45,True,"No","Yes",False,"ta",71.787,"<a href=""https://x.com/twitter/status/2000907650662539634"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""ADMK""]}","",False,91,389,975,"No","EPSTamilNadu","Pro-party","","","Anti-party","","",3845,2000907650662539634,"2026-01-20T15:15:48.896950Z","[]","Leader of Opposition - Tamilnadu Legislative Assembly | General Secretary - AIADMK | Former Chief Minister - Tamilnadu",973935385557413889,"Tamil Nadu, India","Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK",False,21791
237,"4","2026-01-26T07:40:48.350106Z",11509,232936,1242,"Tamil Nadu Waqf Board claims
'Deepam Pillar belongs to Dargah'

The deepam used to be lit 1000's of years before Islam was born but Secular India will tolerate this farce too.
 <a href=""https://t.co/uSZfgdPbUd"">https://t.co/uSZfgdPbUd</a>","[]",46,True,"No","No",False,"en",30.018,"<a href=""https://x.com/twitter/status/2000964760574255226"" target=""_blank"">Tweet Link</a>","","","",False,47,142,4163,"","BattaKashmiri","","","","","","",62629,2000964760574255226,"2026-01-26T07:40:48.350194Z","[]","नमस्ते शारदे देवि काश्मीरपुरवासिनि।
त्वामहं प्रार्थये नित्यं विद्यादानं देहि।।

I shall return to my motherland even if it takes a thousand lifetimes....",1441683373840224264,"In Exile","Kashmiri Hindu",False,75204
58,"2","2026-01-20T15:42:15.648751Z",5994,494586,2,"Here’s Thalapathy Vijay full speech in Erode 🔥

 <a href=""https://t.co/rsn2tKyUPv"">https://t.co/rsn2tKyUPv</a>","[]",47,True,"Yes","Yes",False,"en",296.644,"<a href=""https://x.com/twitter/status/2001548281546182718"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""TVK""]}","",False,71,30,2430,"Yes","VijayFansTrends","","","","Anti-party","","Pro-party",93655,2001548281546182718,"2026-01-20T15:58:20.156097Z","[]","The Official Trends Page for Thalapathy @actorvijay - @tvkvijayhq , Backup Account @VijayTrendsPage",730088562,"India","Vijay Fans Trends",False,82939
59,"2","2026-01-20T15:44:35.006413Z",1341,126750,7588,"#TVK chief #Vijay launches a scathing attack on the #DMK, alleges the ruling party is trying to scuttle his growth in Tamil Nadu politics. <a href=""https://t.co/2O3hvLb69S"">https://t.co/2O3hvLb69S</a>","['TVK', 'Vijay', 'DMK']",48,False,"Yes","Yes",False,"en",149.226,"<a href=""https://x.com/twitter/status/2001549042845913563"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""TVK""]}","",False,1,20,273,"No","Ahmedshabbir20","","","","Anti-party","","Pro-party",103476,2001549042845913563,"2026-01-20T15:58:38.222918Z","[]","Once a paperboy, now a journalist. Senior News Editor @thenewsminute . Chevening fellow. Opinions expressed here are personal.",100999112,"Chennai - India ","Shabbir Ahmed",False,23834
60,"2","2026-01-20T15:45:51.982489Z",95,330127,70,"நமக்கான காலம்!

தமிழ்நாட்டில் தி.மு.கழகம் ஆட்சி பொறுப்புக்கு வரும் காலம் எல்லாம் மக்களுக்குப் பொற்காலமாக இருக்கும்.

2026ல் திராவிட மாடல் 2.0 ஆட்சி அமைப்போம்! 🌄

#DMK4TN","['DMK4TN']",49,True,"Yes","Yes",False,"ta",75.586,"<a href=""https://x.com/twitter/status/2001615467853811811"" target=""_blank"">Tweet Link</a>","Positive","DMK","",False,2,5,56,"No","DMKITwing","","","","Pro-party","","",61410,2001615467853811811,"2026-01-20T15:45:51.982508Z","[]","Official Information and Technology Wing of Dravida Munnetra Kazhagam - #DMK 🌄 #SocialJustice & #SelfRespect | FOLLOW 👉 https://t.co/VQVqPrYAV5",960781239144730624,"Tamilnadu, India","DMK IT WING",False,1166
61,"2","2026-01-20T15:47:37.855062Z",647,159570,40,"திமுக போன்று சமூகநீதியை உதட்டளவில் மட்டும் மேடைகளில் பேசும் இயக்கம் அல்ல 

சமூகநீதியை செயல்பாட்டின் மூலம் நிலை நிறுத்தும் மாபெரும் மக்கள் இயக்கம் அஇஅதிமுக!!

அதிமுகவில் ஜாதி கிடையாது மதம் கிடையாது ஏழை பணக்காரன் என்ற பாகுபாடு கிடையாது.

#என்றென்றும்_அதிமுக <a href=""https://t.co/mbLUgztxV1"">https://t.co/mbLUgztxV1</a>","['என்றென்றும்_அதிமுக']",50,True,"Yes","Yes",False,"ta",104.455,"<a href=""https://x.com/twitter/status/1999302828897206469"" target=""_blank"">Tweet Link</a>","Neutral","{""choices"":[""DMK"",""ADMK""]}","",False,28,41,360,"No","AIADMKITWINGOFL","Pro-party","","","Anti-party","","",22220,1999302828897206469,"2026-01-20T15:47:37.855079Z","[]","Official Twitter page of AIADMK IT Wing. News and updates from AIADMK.",923849866861715456,"Chennai, India","AIADMK IT WING - SayYesToWomenSafety&AIADMK",False,6164
69,"6","2026-01-20T16:06:10.464758Z",8499,2875,10,"“Ghilli Gypsy"" 🔥

Thalapathy Vijay — goosebumps guaranteed just by the name 💥

#BhaBhaBa #JanaNayagan <a href=""https://t.co/sGrSqgCyab"">https://t.co/sGrSqgCyab</a>","['BhaBhaBa', 'JanaNayagan']",51,False,"Yes","No",False,"en",78.049,"<a href=""https://x.com/twitter/status/2001578467411058843"" target=""_blank"">Tweet Link</a>","","","",False,40,20,1879,"","PriyamudanNanbs","","","","","","",1908,2001578467411058843,"2026-01-20T16:06:10.464779Z","[]","Kerala's No 1 Fans Welfare Team ✨|Anything For Our Man Thalapathy @actorvijay 👑 | Founder Pratheesh VR - 8921286124",1548605971924398080,"","Priyamudan Nanbans",False,140140
70,"6","2026-01-20T16:06:59.277376Z",420,110971,312,"தற்குறி ஒருவருக்கு பாடம் எடுத்திருக்கிறார் கழக உடன்பிறப்பு! 🔥👌

#DMK4TN <a href=""https://t.co/EAPgLuOaub"">https://t.co/EAPgLuOaub</a>","['DMK4TN']",52,True,"Yes","Yes",False,"ta",47.592,"<a href=""https://x.com/twitter/status/2001529137383776281"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,3,9,191,"Yes","DMK4TN","","","","Anti-party","","",38451,2001529137383776281,"2026-01-20T16:06:59.277395Z","[]","திமுக ஓர் அரசியல் இயக்கம் மட்டுமல்ல; திராவிட கொள்கைகளுக்காக - தமிழக மக்களுக்காக போராடும் இயக்கம்!",2898216534,"","#DMK4TN",False,2468
64,"2","2026-01-20T15:52:35.919929Z",1387,3022363,28,"#WATCH | “ஒருவாட்டி அவர பேச விடுங்க” -விஜய் குறித்த கேள்விக்கு துணை முதலமைச்சர் உதயநிதி ஸ்டாலின் விமர்சனம்

#SunNews | @Udhaystalin | #TVK | #Vijay <a href=""https://t.co/2gIGzbdpGt"">https://t.co/2gIGzbdpGt</a>","['WATCH', 'SunNews', 'TVK', 'Vijay']",53,True,"Yes","Yes",False,"ta",66.84,"<a href=""https://x.com/twitter/status/2001608005805334704"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""TVK""]}","",False,64,95,309,"No","sunnewstamil","","","","Pro-party","","Anti-party",383215,2001608005805334704,"2026-01-20T15:52:35.919949Z","[]","Welcome to Sun News, The Tamil News Channel from Sun TV Network.",1079310252,"Chennai, India","Sun News",False,64762
78,"1","2026-01-21T12:28:46.547648Z",394,159570,40,"கொரோனா காலத்தில், கடுமையான மன உளைச்சலால் மாணவர்களின் கல்வி பாதிப்படைய கூடாது என்பதற்காக, எனது தலைமையிலான அம்மாவின் அரசு, மாணவர்களுக்கு All Pass வழங்க உத்தரவிட்டது.

மாண்புமிகு கழகப் பொதுச் செயலாளர், புரட்சித் தமிழர் @EPSTamilNadu அவர்கள்.

#EPSfor2026
#WhereIsOurLaptop <a href=""https://t.co/5btiI9FOy1"">https://t.co/5btiI9FOy1</a>","['EPSfor2026', 'WhereIsOurLaptop']",54,True,"No","Yes",False,"ta",53.11,"<a href=""https://x.com/twitter/status/2001486264319774778"" target=""_blank"">Tweet Link</a>","Positive","ADMK","",False,14,40,234,"No","AIADMKITWINGOFL","Pro-party","","","","","",22220,2001486264319774778,"2026-01-21T12:28:46.547670Z","[]","Official Twitter page of AIADMK IT Wing. News and updates from AIADMK.",923849866861715456,"Chennai, India","AIADMK IT WING - SayYesToWomenSafety&AIADMK",False,3539
66,"2","2026-01-20T16:03:28.627033Z",1241,11538,792,"நாங்கள் என்ன வாயிலே வடை சுட DMK வா 😂
TVK டா 🔥 - @TVKVijayHQ 

திமுக நீங்க செத்தீங்கடா 😂 <a href=""https://t.co/o4Lb4ruJrV"">https://t.co/o4Lb4ruJrV</a>","[]",55,True,"Yes","Yes",False,"ta",251.949,"<a href=""https://x.com/twitter/status/2001549639607291933"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""TVK""]}","",False,5,8,372,"Yes","sangeet29332013","","","","Anti-party","","Pro-party",41868,2001549639607291933,"2026-01-20T16:03:28.627051Z","[]","தமிழக வெற்றிக் கழக உறுப்பினர்.
பிறப்பொக்கும் எல்லா உயிர்க்கும்!

தவெக சமூக ஊடக பிரிவு சென்னை மண்டல இணை ஒருங்கிணைப்பாளர்.",1617127366744248320,"chennai","Sangeetha -TVK✨",False,9767
72,"6","2026-01-20T16:10:29.616302Z",1248,662219,2,"2021 சட்டமன்ற பொதுத்தேர்தலின்போது, திமுக-வின் தேர்தல் அறிக்கையில், இன்றைய முதலமைச்சர், அன்றைய எதிர்கட்சித் தலைவர் திரு.@mkstalin 
 திமுக ஆட்சிக்கு வந்தவுடன், 

மகாத்மா காந்தி ஊரக வேலைவாய்ப்பு உறுதி திட்டம் 100 நாட்களிலிருந்து 150 நாட்களாக உயர்த்தப்படும் என்றும், 
மற்றும் ஊதியமும் உயர்த்தப்படும் என்று அறிவித்திருந்தார் . 

மக்களை ஏமாற்றி, வாக்குகளை பெற்று ஆட்சிக்கு வந்த பிறகு, கொடுத்த வாக்குறுதியை இன்றுவரை நிறைவேற்றவில்லை. 

அவர் பதிவிட்டு இருந்த நீண்ட 
 “x” தள பதிவில் 
ஏன் இதை பற்ற எந்த குறிப்பும் இல்லை?

இது போன்ற  பச்சை துரோகத்தை செய்து விட்டு பச்சை துண்டு பற்றி பேச அவருக்கு  என்ன அருகதை இருக்கிறது ?

@arivalayam 

தற்போது, மத்திய அரசு இந்த 100 நாள் வேலை திட்டத்தை 125 நாட்களாக உயர்த்த உத்தேசித்துள்ளதை வரவேற்க்கிறேன். 

எனினும் மகாத்மா காந்தி ஊரக வேலை வாய்ப்பு உறுதி திட்டத்தின் பெயர் எவ்வித மாற்றமுமின்றி தொடர மத்திய அரசை வலியுறுத்துகிறேன்.

@MoRD_GoI","[]",56,True,"Yes","Yes",False,"ta",213.089,"<a href=""https://x.com/twitter/status/2001301519581536405"" target=""_blank"">Tweet Link</a>","Negative","DMK","","",41,111,621,"No","EPSTamilNadu","","","","Anti-party","","",3845,2001301519581536405,"2026-01-21T12:23:28.035792Z","[]","Leader of Opposition - Tamilnadu Legislative Assembly | General Secretary - AIADMK | Former Chief Minister - Tamilnadu",973935385557413889,"Tamil Nadu, India","Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK",False,32680
74,"6","2026-01-20T16:31:28.011571Z",715,318161,176,"'ஏ, திமுக அரசே..!'
விஜய் முதல் விஜயதரணி வரை..
கலாய்த்து தள்ளிய ஷாநவாஸ்
விண்ணை முட்டிய கைதட்டல்,
சரவெடி பேச்சு
#MalaiMurasu #MakkalArangam #Debate #Election2026 #AloorShanavas #VCK #TVKVijay #TVKCampaign <a href=""https://t.co/OgnD8tCQvf"">https://t.co/OgnD8tCQvf</a>","['MalaiMurasu', 'MakkalArangam', 'Debate', 'Election2026', 'AloorShanavas', 'VCK', 'TVKVijay', 'TVKCampaign']",57,True,"Yes","Yes",False,"ta",1257.036,"<a href=""https://x.com/twitter/status/2001547586029896066"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,8,60,272,"No","aloor_ShaNavas","","","","Anti-party","","",3393,2001547586029896066,"2026-01-20T16:31:28.011589Z","[]","MLA, Nagapattinam Constituency. Deputy General Secretary, VCK. Activist, Orator from Tamil Nadu, India.",170457916,"Chennai","Aloor Sha Navas",False,8563
73,"2","2026-01-20T16:17:47.752517Z",715,318161,176,"'ஏ, திமுக அரசே..!'
விஜய் முதல் விஜயதரணி வரை..
கலாய்த்து தள்ளிய ஷாநவாஸ்
விண்ணை முட்டிய கைதட்டல்,
சரவெடி பேச்சு
#MalaiMurasu #MakkalArangam #Debate #Election2026 #AloorShanavas #VCK #TVKVijay #TVKCampaign <a href=""https://t.co/OgnD8tCQvf"">https://t.co/OgnD8tCQvf</a>","['MalaiMurasu', 'MakkalArangam', 'Debate', 'Election2026', 'AloorShanavas', 'VCK', 'TVKVijay', 'TVKCampaign']",57,True,"Yes","Yes",False,"ta",848.574,"<a href=""https://x.com/twitter/status/2001547586029896066"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""TVK"",""Congress""]}","",False,8,60,272,"No","aloor_ShaNavas","","","Anti-party","Pro-party","","Anti-party",3393,2001547586029896066,"2026-01-20T16:17:47.752539Z","[]","MLA, Nagapattinam Constituency. Deputy General Secretary, VCK. Activist, Orator from Tamil Nadu, India.",170457916,"Chennai","Aloor Sha Navas",False,8563
75,"6","2026-01-20T16:31:55.227395Z",665,630963,53,"திருப்பரங்குன்றம் மலை மீது உள்ள தீபத்தூண் முருகனுக்கு சொந்தம் - தமிழக பாஜக முன்னாள் மாநில தலைவர் திரு.@annamalai_k அவர்கள்! <a href=""https://t.co/rFZzJ6RYgs"">https://t.co/rFZzJ6RYgs</a>","[]",58,True,"Yes","Yes",False,"ta",25.819,"<a href=""https://x.com/twitter/status/2000985178911727842"" target=""_blank"">Tweet Link</a>","Neutral","BJP","",False,3,27,258,"No","BJP4TamilNadu","","Neutral","","","","",55395,2000985178911727842,"2026-01-20T16:31:55.227411Z","[]","Official Twitter Account of Tamil Nadu Unit of Bharathiya Janata Party. தமிழ்நாடு பாரதிய ஜனதா கட்சியின் அதிகாரப்பூர்வ ட்விட்டர் கணக்கு.",396707695,"Tamil Nadu, India","BJP Tamilnadu",False,5194
76,"6","2026-01-20T16:32:07.689381Z",7092,494586,2,"Thalapathy reference in #BhabhaBa 💥

Adopted son of Malayalam industry 

 <a href=""https://t.co/ErkGXNiAY2"">https://t.co/ErkGXNiAY2</a>","['BhabhaBa']",59,True,"Yes","No",False,"en",11.28,"<a href=""https://x.com/twitter/status/2001504510964044012"" target=""_blank"">Tweet Link</a>","","","",False,40,26,2185,"","VijayFansTrends","","","","","","",93655,2001504510964044012,"2026-01-20T16:32:07.689398Z","[]","The Official Trends Page for Thalapathy @actorvijay - @tvkvijayhq , Backup Account @VijayTrendsPage",730088562,"India","Vijay Fans Trends",False,150178
238,"4","2026-01-26T07:41:27.998195Z",514,27015,4397,"யாருங்க தற்கோழி 

யாரு தற்கோழி 😂😂

- தவெக தொண்டர் ஆவேசம் <a href=""https://t.co/E62HFQnPqZ"">https://t.co/E62HFQnPqZ</a>","[]",60,True,"No","Yes",False,"ta",36.987,"<a href=""https://x.com/twitter/status/2001569260754374939"" target=""_blank"">Tweet Link</a>","Negative","TVK","",False,8,27,225,"Yes","SiluvaM_","","","","","","Pro-party",213675,2001569260754374939,"2026-01-26T07:41:27.998216Z","[]","மதியாதார் தலைவாசல் மிதியாதே ..!!!

D-Stock 🖤❤ தல தோனி ❤ #DravidianAlgorithm",2478324450,"சென்னை ","சிலுவை",False,8120
79,"1","2026-01-21T12:28:59.596746Z",54,494586,2,"The swag, the rhythm and the effortless grace of Thalapathy Vijay 🕺🏽 

#OruPereVaralaaru 

<a href=""https://t.co/I9paVefjPh"">https://t.co/I9paVefjPh</a>","['OruPereVaralaaru']",61,True,"No","No",False,"en",11.991,"<a href=""https://x.com/twitter/status/2001640591948681340"" target=""_blank"">Tweet Link</a>","","","",False,0,1,38,"","VijayFansTrends","","","","","","",93655,2001640591948681340,"2026-01-21T12:28:59.596774Z","[]","The Official Trends Page for Thalapathy @actorvijay - @tvkvijayhq , Backup Account @VijayTrendsPage",730088562,"India","Vijay Fans Trends",False,75
80,"1","2026-01-21T12:29:21.101239Z",4367,7889,1329,"Pamban is one of the most beautiful and unique places in Tamil Nadu. It is an ecologically sensitive region and a vital livelihood zone for local communities.

Careless acts like these are destroying Pamban’s fragile ecosystem. 

 <a href=""https://t.co/zjw3qh1WL8"">https://t.co/zjw3qh1WL8</a>","[]",62,True,"No","No",False,"en",20.474,"<a href=""https://x.com/twitter/status/2000549476877078734"" target=""_blank"">Tweet Link</a>","","","",False,96,211,1083,"","NammaCoimbatore","","","","","","",4433,2000549476877078734,"2026-01-21T12:29:21.101256Z","[]","🏁Motorsports Capital of India 💻Tier 2 IT hub of India",1536302139105873921,"Coimbatore","Namma Kovai",False,877359
81,"1","2026-01-21T12:29:45.803759Z",6613,662219,2,"தமிழ்த் திரையுலகின் அசைக்க முடியாத பேராளுமையாக 50 ஆண்டுகளாக கோலோச்சி வரும் சூப்பர்ஸ்டார் 
திரு. @rajinikanth அவர்களுக்கு எனது இதயங்கனிந்த பிறந்தநாள் நல்வாழ்த்துகள்.

திரையரங்குகளை திருவிழாக் கூடங்களாக மாற்றவல்ல தங்களின் Style Magic ரசிகர்களை மகிழ்விக்கட்டும் பல்லாண்டு!

#HBDSuperstarRajinikanth 
@AIADMKOfficial","['HBDSuperstarRajinikanth']",63,True,"No","No",False,"ta",23.76,"<a href=""https://x.com/twitter/status/1999315644484059235"" target=""_blank"">Tweet Link</a>","","","",False,60,146,1943,"","EPSTamilNadu","","","","","","",3845,1999315644484059235,"2026-01-21T12:29:45.803780Z","[]","Leader of Opposition - Tamilnadu Legislative Assembly | General Secretary - AIADMK | Former Chief Minister - Tamilnadu",973935385557413889,"Tamil Nadu, India","Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK",False,91259
107,"3","2026-01-23T08:12:39.263271Z",1407,662219,2,"பெண் விடுதலை, சமத்துவம், 
தேசிய உணர்வு, மொழிப்பற்று ஆகிய உயர்ந்த கொள்கைகளை தனது எழுத்துக்களால் மக்கள் மனங்களில் விதைத்து, புதிய சிந்தனைகளுக்கு ஒளியூட்டிய விடுதலைச் சிந்தனையாளர்; தாய்மொழியான தமிழின் மகத்துவத்தை உலகம் அறியச் செய்த முண்டாசுக் கவிஞர், மகாகவி பாரதியார் அவர்களின் பிறந்த நாளில், தாய்மொழியையும் தாய்நாட்டையும் உயிரெனக் கொண்டிருந்த அவர்தம் பெரும் புகழை போற்றி வணங்குகிறேன்.
@AIADMKOfficial","[]",64,True,"No","Yes",False,"ta",242.096,"<a href=""https://x.com/twitter/status/1998996953435341023"" target=""_blank"">Tweet Link</a>","Positive","ADMK","",False,32,168,652,"No","EPSTamilNadu","Pro-party","","","","","",3845,1998996953435341023,"2026-01-23T08:12:39.263300Z","[]","Leader of Opposition - Tamilnadu Legislative Assembly | General Secretary - AIADMK | Former Chief Minister - Tamilnadu",973935385557413889,"Tamil Nadu, India","Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK",False,20558
83,"1","2026-01-21T12:31:04.339117Z",2364,1132867,16,"உங்களுக்கு நீங்க கொள்ளையடித்து வைத்திருக்கும் காசுதான் துணை. ஆனா, எனக்கு எல்லையில்லா பாசம் வைத்திருக்கும் இந்த Mass தான் துணை. - தவெக தலைவர் விஜய் 

#TVK | #Vijay | #DMK <a href=""https://t.co/6gsNj5qa1c"">https://t.co/6gsNj5qa1c</a>","['TVK', 'Vijay', 'DMK']",65,True,"Yes","Yes",False,"ta",53.555,"<a href=""https://x.com/twitter/status/2001545465364398579"" target=""_blank"">Tweet Link</a>","Neutral","{""choices"":[""DMK"",""TVK""]}","",False,10,40,656,"No","vikatan","","","","Anti-party","","Pro-party",216733,2001545465364398579,"2026-01-21T12:31:04.339140Z","[]","இதயம் இணைக்கும் இணையம்!",28995530,"Tamilnadu, India","விகடன்",False,24727
